,user_name,user_location,date,text,rating
16,Safa 강튼튼 👷🏼 MAGICMAN addicted,outa this world,2022-09-23 23:56:57+00:00,"@viniimato owww, é sériooooo! Vem treinar com o polo!!! tudo que a gnt precisa, vc tem nas pernas!!! por favorrrrrrrrrrrrrrrrrr!!! eu tô inscrita pra tusca! Sim, isso nem é mentira!",
17,thg,017,2022-09-23 23:27:24+00:00,@Vagabugo KKKKKKKKKKKK toda vez q lembro eu começo a rachar dA tusca,
18,fini,,2022-09-23 23:26:09+00:00,@thgorig nossa…. fui olhar e eh a tusca msm kkkkkkkkkkkkkkkkkkkkkkk achei cringe,
19,thg,017,2022-09-23 23:24:58+00:00,@Vagabugo É a tusca né hunguinho KKKKKKKKKKKKKKKKKKKKKKKK,
20,thg,017,2022-09-23 23:16:19+00:00,"@fuckstrm KKKKKKKKKKKKK dps desse dA tusca, N U N C A",
21,McMeone,,2022-09-23 23:06:33+00:00,Eu só queria uma amizade sincera pra meter o louco e brotar na Tusca cmg,
22,Bruno Ícaro,"Bragança Paulista, Brasil",2022-09-23 22:54:34+00:00,Vou matar a maria helena fia da puta fica mandando coisa do tusca pra mim lazarenta,
23,xovanna,"São Paulo, São Paulo",2022-09-23 22:45:33+00:00,mano do céu eu to muito feliz nunca fui num tusca a expectativa ta lá encimaço 26 vem como,
24,vini,,2022-09-23 22:22:18+00:00,Faltam 50 dias pro Tusca AAAAAA eu nunca fui triste 🥳🥳🥳,
25,Acre,"São Carlos, Brasil",2022-09-23 21:59:24+00:00,Eis que ainda nn tem nem mc naninha nem mc carol confirmada na ies ou no tusca,
26,thg,017,2022-09-23 21:34:41+00:00,Descobri agora que não é O tusca e sim A tusca KKKKKKKKKKKKK cada dia pior,
27,Lucas Fazardo,"Florianópolis, Brasil",2022-09-23 21:16:05+00:00,Todo fodido em 2016 mas com saudade da tusca https://t.co/EFnvw95f79,
28,vinicius #LULA,"Bragança Paulista, Brasil",2022-09-23 20:34:44+00:00,Vendendo Tusca pra comprar Bloquim interessados DM,
29,iara sim a sereia 13⭐️,"Piraju, Brasil",2022-09-23 20:11:20+00:00,"@cagueipratufeto Óbvio, tusca tá logo aí",
30,Nani🥞,Hogwarts,2022-09-23 18:56:25+00:00,@juliastaine Quase ganhei um tusca,
31,Ronny,,2022-09-23 18:22:42+00:00,RT @BotTusca: Faltam 50 dias para o início do TUSCA! 🎊,
32,ju,"São Carlos, Brasil",2022-09-23 18:10:12+00:00,@Lariiral_ kkkkkkkkkkkkkkkk GANHOU UM TUSCA UM BUCKET E MAIS 15 REAIS,
33,drezin,,2022-09-23 17:47:09+00:00,Meu almoço no Tusca https://t.co/AuLa1drcvN,
34,mateus,"Mato Grosso do Sul, Brasil",2022-09-23 16:47:05+00:00,jojuco é o caralho vou pro tusca,
35,giov tifosi,gemini,2022-09-23 15:28:01+00:00,a luiza me fez perceber q eu prefiro morre do que gastar meu dinheiro pra ir no TUSCA,
36,Bot TUSCA 2022,Arena Tusca,2022-09-23 15:01:28+00:00,Faltam 50 dias para o início do TUSCA! 🎊,
37,Procuradora municipal de Ratanabá,,2022-09-23 14:59:46+00:00,Comprei mais um oculos espelhado pra ir pro TUSCA!,
38,júlia,,2022-09-23 14:49:52+00:00,sonhei que tava no tusca aiai q demora p liberar os avulsos 😭😭😭,
39,thayná,,2022-09-23 14:21:33+00:00,@chuvisco8 isso que é foda. tusca 2023??,
40,mvl,,2022-09-23 14:11:10+00:00,"E sobre isso, no dia do tusca eu fingir que não faço odonto e ainda ganhar uma bata e uma caneca da sua irmã !!! https://t.co/jlhiPhf7HE",
41,gabiloló,,2022-09-23 14:09:13+00:00,"Tusca: Denis DJ, Ludmila, GG, turma do pagode, Djonga...

Supercopa: DJ V1ck, BIN, vou zuar, FP, Gabriel do Borel 

Eu não aguento mais ser humilhado por paulista",
42,alaninha,,2022-09-23 13:40:25+00:00,"Ansiosa p cantar ludmilla no tusca
""Ela não, ela não, ela nunca vai ser eu. Ela não tem meu cheiro, ela não tem meu toque, ela não para tudo, ela não causa Ibope""",
43,Эмо Готика,"São Carlos, Brasil",2022-09-23 13:29:21+00:00,Vem TUSCA https://t.co/cpS5h1lQ12,
44,Th,019,2022-09-23 13:19:40+00:00,se não fosse o tusca já tinha pedido demissão,
45,black jack,"Carolina do Norte, USA",2022-09-23 12:04:02+00:00,LIU OU TUSCA ?,
46,sugar honey ice & tea,"Campinas, Brasil",2022-09-23 11:25:47+00:00,"@dudaperes1607 Eu pensando no TUSCA, sei nem se vou dormir os 4 dias UAHSUHSUASHUH",
47,𝑙𝑢𝑑,jacarei | são carlos,2022-09-23 11:16:50+00:00,talvez o projeto tusca esteja atrasado mas ainda aconteça,
48,annnnnnnnna,taylor’s version,2022-09-23 03:33:42+00:00,e se eu compra o tusca,
49,Pocah disposição,,2022-09-23 03:10:26+00:00,eu nao posso ser da atlética pq eu sou maria fifi e MORRO de vontade de contar td de novidade do tusca e vou querer tirar foto do palco qnd eu visitar ele sendo construído,
50,tritri é Lula,São Paulo,2022-09-23 03:02:35+00:00,"@pedro_sacardo Tusca rainha, inter nadinha",
51,xovanna,"São Paulo, São Paulo",2022-09-23 02:59:34+00:00,"O Tusca é no meu aniversário 

Mas ta tão caro e a logística de ir, dormir e voltar de são carlos parece ser tão difícil ai ai ai 

mas é no meu aniversário 🥺🥺🥺",
52,milenoca,Curitiba,2022-09-23 02:54:49+00:00,Queria muito ir no tusca 😭,
53,Luquinha,"Jaú, Brasil",2022-09-23 02:35:50+00:00,@Pee_Goncalves Moio Tusca kkkkkk,
54,ps,Neverland,2022-09-23 02:18:16+00:00,Procuro amigos pra ir pro tusca comigo 🥹 https://t.co/RJ2XjCF0Xd,
55,Ale Vasques,,2022-09-23 02:10:12+00:00,RT @_bianquinh: alguem me vende o tusca por 3 reais pf,
56,miss quece,,2022-09-23 02:09:55+00:00,alguem me vende o tusca por 3 reais pf,
57,amanda,,2022-09-23 01:58:38+00:00,vamo passa mt bem o tusca graças a deus https://t.co/Askzni3DEM,
58,bia xanxes,,2022-09-23 01:56:04+00:00,vazou nosso hotel do tusca @amandagonzalex @_Vitasso @vinipicone @raphaferreirap https://t.co/6sHpzK4qFC,
59,rafaela,"Guarulhos, Brasil",2022-09-23 01:48:01+00:00,"2 dias de conecta imobi me destruíram mais que 3 dias de tusca, como pode uma coisa dessas",
60,Faouzia's little bitch,ele/dele seke,2022-09-23 01:39:49+00:00,"Não vou tankar a exxxpurgo pós tusca não, será que eu ainda vou conseguir ir nesse rolê antes de me formar?",
61,o united estragou meu dia?,,2022-09-23 01:29:41+00:00,"@pedra_d_jade Fii, no tusca 18 o sorvete de corote no café da manhã fazia meu dia",
62,Fernando,,2022-09-23 01:27:29+00:00,Compro 3 ingressos tusca lotes anteriores,
63,filósofo de bar,,2022-09-23 01:12:43+00:00,@__ChaMath o tusca vai ser do caralho.,
64,arthur,,2022-09-23 00:34:10+00:00,@Lucasgb29 @be1568 Mas pergunta onde vai se o tusca e de fude ksejjeksksksksks,
65,filósofo de bar,,2022-09-23 00:33:23+00:00,@__ChaMath cheirin de terceiro dia do tusca,
66,Bananight Bot 🍌,São Carlos,2022-09-23 00:30:11+00:00,"RT @Lariiral_: Tudo começou com um cara querendo comprar meu ingresso do bananight 

Ele errou o próprio nome 
Transferi meu bucket do tusc…",
67,sabrinao,,2022-09-23 00:20:00+00:00,"pensamento seriamente em vender o tusca :,)",
68,giulia,,2022-09-23 00:12:03+00:00,RT @thatatuskera: o tanto que eu to feliz que a giu vem no tusca 👉👈,
69,arthur,,2022-09-23 00:10:57+00:00,@Lucasgb29 @fettzin Pergunta onde vai se o tusca e de fude ksjejwksksksksksksks,
70,Travesseiro 🌱,,2022-09-22 23:57:11+00:00,"1 ofio q pintei esse cabelo no sábado e já tá laranja , verde , azul vou me m*
Será q Pinto com tinta mesmo vermelha , pro tusca?",
71,thata,"São Carlos, Brasil",2022-09-22 23:50:11+00:00,o tanto que eu to feliz que a giu vem no tusca 👉👈,
72,egirl do campo,city of stars,2022-09-22 23:45:39+00:00,só queria festinha universitária de quinta perdeu logo o tusca de 4 dias https://t.co/b12H9Oof2A,
73,ironicazinha,,2022-09-22 23:15:07+00:00,@gama_adelson Vai ser padrão tusca de qualidade,
74,bells,berlandia,2022-09-22 22:38:35+00:00,o que eu to animada p esse tusca é brincadeira,
75,fã clube yesus west,@tio_darth_vader,2022-09-22 22:22:03+00:00,"@jennyzambianco Amiga tem que tirar o dragão pra não confundir né imagina se alguém lá da UFRGS chega no tusca vê nosso colete e pensa ""nossa como este dragão é parecido com o da edif** da universidade federal de são carlos 😀""",
76,Nani🥞,Hogwarts,2022-09-22 22:03:19+00:00,"Tudo começou com um cara querendo comprar meu ingresso do bananight 

Ele errou o próprio nome 
Transferi meu bucket do tusca pra ele sem querer 
Ele foi me devolver o bucket e transferiu o tusca dele sem querer 

E o bananight??? Não consegui transferir, foi por print mesmo https://t.co/kQI3MjMV2d",
77,𝓋𝒾𝓉𝒾𝓃𝒽𝒶,,2022-09-22 21:59:20+00:00,pago 10 conto de comissão pra quem vender meu tusca VALENDO,
78,loira educa,"Ouroeste, Brasil",2022-09-22 21:21:54+00:00,o faisting tá jurando que vai só 1 dia no tusca🤭 alguém avisa ele que quem manda sou eu e ele só obedece,
79,Dani 🇾🇪,"São Paulo, Brasil",2022-09-22 21:12:58+00:00,"Tava vendo o post de um amigo meu do Tusca, nossa ele completou 2 anos de namoro com a menina q gemia dormindo no aloja hahaha",
80,Bru,"Campinas, Brasil",2022-09-22 21:08:03+00:00,Minha casa passou de 1/7 p ir p tusca p 4/7 em dois dias,
81,Camis,,2022-09-22 20:43:18+00:00,"@euamocantinho Simmm, e quase o dobro do busão do tusca",
82,cacau,flicker track 8,2022-09-22 20:17:34+00:00,nível de ansiedade pro tusca: ouvindo banho de chuva ansiosa pra tomar banho de bebida de procedência duvidosa,
83,Testemunha de crossfit,"São Carlos, Brasil",2022-09-22 20:00:19+00:00,"Meus look do TUSCA 2022 todos comprados!

Colete Química e samba 
Colete Tusca pride e todos acessórios e vamos TUSCAR!",
84,trem a toa,,2022-09-22 19:50:58+00:00,RT @BotTusca: Faltam 51 dias para o início do TUSCA,
85,badu,,2022-09-22 19:31:01+00:00,o tusca vai me tirar 1000 reais fácil,
86,dona álvara presidenta do jambalaya ocean drive,"Indaiatuba, Brasil",2022-09-22 19:29:24+00:00,@alveskauanee vendeu mais que o tusca,
87,Larissinhaᶜᵉᶜ 🦊💙,,2022-09-22 18:49:47+00:00,Ss ele colocou ele colocou prova para um dia depois do inter/tusca KKKKKKKKKKKKK,
88,isa barros,,2022-09-22 17:24:56+00:00,@caahruana no tusca em novembro migaaa,
89,leo_napolis,,2022-09-22 17:06:26+00:00,Transporte do Caipi o dobro do preço pro Tusca atlética surtou,
90,Bolis,Sao Carlos,2022-09-22 16:37:38+00:00,RT @BotTusca: Faltam 51 dias para o início do TUSCA,
91,gabi,"Minas Gerais, Brasil ",2022-09-22 16:06:39+00:00,reclamando da liu tusca e ju ser no mesmo dia como se eu fosse em alguém KKKqodio,
92,Maíra Castro Garbeloto,,2022-09-22 15:55:58+00:00,@sofiagarbeloto Vai p tusca,
93,Peppa,,2022-09-22 15:53:28+00:00,"@LuiscarPerez @fettzin vou no tusca com o dinheiro do pan, obg bob esponja",
94,daniel fett,,2022-09-22 15:52:05+00:00,papo reto alguem vai no tusca pf 😭😭😭😭,
95,É o little water,,2022-09-22 15:43:17+00:00,"Se o tusquinha foi assim, oq nos espera o tusca",
96,〰️,,2022-09-22 15:26:09+00:00,que demora p tusca liberar as vendas dos ingressos avulsos,
97,Alicia Garcia,"Dourados, Brasil",2022-09-22 15:09:08+00:00,e se eu mudasse de ideia e fosse no tusca… (figurinha do cara pensativo análise,
98,Bot TUSCA 2022,Arena Tusca,2022-09-22 15:01:38+00:00,Faltam 51 dias para o início do TUSCA,
99,nanda,"Osasco, Brasil",2022-09-22 14:43:57+00:00,"Comprei um bucket do tusca, bom dia a todos 😀😀😀",
100,𝖌𝖚𝖎 #13,,2022-09-22 14:18:00+00:00,"@liaclarkoficial o clipe de PQP! impecável mami, a referência ao papi Lula tudoooooo. tô com o Lia (pt. 1) na ponta da língua pro Tusca viu???? 🤩",
101,Michele,"São Paulo, Brasil",2022-09-22 13:24:33+00:00,"Toda hora sendo impactada com algo do Tusca... Deus, eu já tenho viagem pré agendada pra esse fds",
102,Mello 🇯🇲👑,,2022-09-22 08:34:43+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
103,michel,"São Paulo, Brasil",2022-09-22 03:18:32+00:00,vou pro tusca,
104,Overly Idealistic,"Barueri, Brasil",2022-09-22 02:02:00+00:00,"e se eu fosse pra tusca? será q ainda tenho essa energia?
não",
105,Clive Bixby,Construindo o Mundo Novo,2022-09-22 01:45:37+00:00,"Meu cabelo está ficando grande num nível que acho que logo menos vai parar de combinar comigo
Dito isso, devo 
a) Só cortar o cabelo
b) Pintar as pontas de amarelo perto do TUSCA e depois do TUSCA cortar as pontas fora",
106,mari,,2022-09-22 01:05:05+00:00,eu juro que vou tocar com a bateria em todos os jogos que eu puder no tusca ESTAREI MORTA mas vo tá lá marcando ponto,
107,Mineira rabugenta,"Campinas, Brasil",2022-09-22 01:04:47+00:00,@maaamanoel Tusca**** corretor fdp,
108,mateus moreira,,2022-09-22 00:53:00+00:00,alguém de são josé que vá pro tusca pra me tirar uma dúvida 🤨,
109,Anna Julia,"Botucatu, Brasil",2022-09-22 00:42:56+00:00,"Pqqqq fazer jurídicos e tusca no mesmo dia, que ódio",
110,CarLaLa,Terra do Sono,2022-09-22 00:28:41+00:00,bateu uma tristeza aqui pois a final do Major Rio será no mesmo fim de semana da Tusca....,
111,Ana,,2022-09-22 00:28:41+00:00,Falta muito pro tusca?,
112,faber | agab,"Limeira, Brasil",2022-09-22 00:24:28+00:00,"Vendo tusca e bloquim no pix sem taxa

🔥🔥🔥",
113,élief,"Patos de Minas, Brasil",2022-09-22 00:16:05+00:00,so queria arrumar um jeito de ir pro tusca saindo de uberlandia ou uberaba 🥺,
114,Maria Cecília,,2022-09-21 23:38:41+00:00,Gente vende ingresso pro tusca um dia só? Pelo amor de Deus tem gente chorando,
115,ba (esmê),,2022-09-21 23:34:55+00:00,nmrl que marcar o tusca e os jurídicos no mesmo feriado foi uma sacanagem absurda,
116,Mariana Keiko,"São Paulo, Brasil",2022-09-21 23:22:56+00:00,"O tanto que me arrependi de não ter ido ver glória e Pitty semana passada não tá escrito, mas pelo menos decidi que prefiro ver um showzinho só delas do que ir no tusca//estou falida",
117,sofia,,2022-09-21 23:08:27+00:00,esqueça tudo! mais fácil comprar o fds do tusca,
118,amé Ⓜ️,"Leme, SP",2022-09-21 22:58:49+00:00,acho que vou no tusca,
119,ℝ𝕖𝕟𝕒𝕛𝕒,,2022-09-21 22:53:01+00:00,Rick disse que eu posso ficar na casa dele. O Tusca é mais real que nunca,
120,vinicu,,2022-09-21 22:48:41+00:00,"Se tudo der certo, TUSCA eu ganho três medalha, rugby, atletismo e polo aquático

Eu tô malucoo",
121,md,,2022-09-21 22:40:40+00:00,"eu quero: jia, luan city festival, tusca... mas a minha conta bancária não é a da virginia e eu sou mimada td q eu quero eu tenho q fazer SIM socorro",
122,yara,Tô aqui ☔,2022-09-21 22:32:05+00:00,achei mt lindinho o kit tusca da lic,
123,Karen 🌸,,2022-09-21 22:16:55+00:00,"RT @felixvm_: na real msm, queria ir p tusca",
124,edy 🚩1️⃣3️⃣,"Indaiatuba, Brasil",2022-09-21 21:56:31+00:00,"@chernichencoca @xuaovitao VEM CÁ, BORA DE TUSCA",
125,ʟᴀᴜ,,2022-09-21 21:56:09+00:00,tusca ta o preço do lollapallooza maluco,
126,foFlora,,2022-09-21 21:52:08+00:00,O tusca vai ter que me aceitar de vermelho e azul,
127,Norte_S,,2022-09-21 21:49:51+00:00,"ceci me animou pro tusca e sei nem se vamo achar esse ingresso 🤕🤕🤕 
quem vamo?",
128,℣ℯℯ ㋡,019,2022-09-21 21:30:59+00:00,@pietratrrgg Amg se eu faturar o tanto q eu pretendo eu vou pra Bali isso sim… mane tusca,
129,pi,"São Carlos, Brasil",2022-09-21 21:30:10+00:00,@VitDiotto kkkkkkkkkkkkkkkk e vamos de tusca,
130,Mika 🍩,,2022-09-21 21:28:08+00:00,"na real msm, queria ir p tusca",
131,Rafa Gomes,,2022-09-21 21:09:57+00:00,Tusca poderia divulgar o valor dos dias separadinho pra eu saber logo quanto será a facada,
132,ℝ𝕖𝕟𝕒𝕛𝕒,,2022-09-21 21:03:11+00:00,quero tanto comprar o Tusca 🥹,
133,.dora.,,2022-09-22 13:29:27+00:00,o tusca daqui a pouco: https://t.co/0dW6QK8gf0,
134,eduarda,,2022-09-21 23:40:54+00:00,tinha q ser os jacu do direito pra marcar os jogos no mesmo dia que o tusca quem vai nisso,
135,edy,"Indaiatuba, Brasil",2022-09-21 21:56:31+00:00,"@chernichencoca @xuaovitao VEM CÁ, BORA DE TUSCA",
136,sugar honey ice & tea,"Campinas, Brasil",2022-09-21 20:50:40+00:00,O negócio é emagrecer pro TUSCA,
137,P.,,2022-09-21 20:15:26+00:00,"@TiagoMatheu Nossa, eu to vivendo só pelo tusca esse semestre, as atrações estão o auge",
138,Mari?,"Itirapina, Brasil",2022-09-21 19:53:41+00:00,"Nem fodendo que vai ter PITTY no TUSCA, vou me matar e ir estando em outro plano.",
139,pompeu,"São Carlos, Brasil",2022-09-21 19:19:53+00:00,@rafafel_ Caetano no Tusca? Quando? Vou.,
140,Aleh 🇯🇲,"Rio Grande do Sul, Brasil",2022-09-21 19:15:42+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
141,𝑙𝑢𝑑,jacarei | são carlos,2022-09-21 18:53:19+00:00,toda vez que eu entro por algum motivo no byma e vejo o ingresso do tusca meu dia melhora,
142,globinho☀️🌎,petrocity,2022-09-21 18:23:57+00:00,Lula quer um tusca https://t.co/JpfbzXCek2,
143,Duarte,,2022-09-21 17:58:22+00:00,Eu fazendo a cabeça do Neville pra ir no Tusca 🫡,
144,Léo,"São Paulo, Brasil",2022-09-21 17:40:58+00:00,@caosdalau hahahaha mas to 100% vivo pra roles universitarios e vem tusca,
145,Crack Kent,,2022-09-21 17:36:02+00:00,Finalmente comprei o tusca,
146,jvp,016,2022-09-21 17:19:05+00:00,"@kalney_lopes Então ney, o cara não tá ligado na minha carreira vitoriosa na europa, nunca jogou uma bebida pro alto no tusca kkkkkkkk",
147,Ewerton🇯🇲,"Duque de Caxias, RJ",2022-09-21 17:18:46+00:00,"@tuscaoficial @Ludmilla Seria meu sonho, Tusca me convida aí 🥺",
148,gi trist,,2022-09-21 17:17:23+00:00,comprem meu pacote tusca pelo amor me ajuda,
149,nanda,"Osasco, Brasil",2022-09-21 17:10:08+00:00,Bom dos jurídicos ser em Araraquara pq é pertinho para os meus amigos virem ver a Lud comigo no tusca 🥰🥰🥰,
150,𝓓𝓮𝓫𝓼 🩰,,2022-09-21 16:58:48+00:00,nunca vou ter o gostinho de mandar a federal tmnc no Tusca pq só passo na USP se a porta estiver aberta e ngm me ver entrando,
151,amanda,,2022-09-21 16:49:59+00:00,RT @_Vitasso: off de roles universitários até o tusca,
152,Zikinha,Pineapple,2022-09-21 16:39:43+00:00,"@juju_jubizinha Calma, a f1 é de manhã e vc pode f1 no tusca tbm",
153,Maria Panato,,2022-09-21 16:30:57+00:00,"@ruitter11 @dudacarrusca e vocês reclamando do preço do tusca, odeio vcs",
154,mc paiva,,2022-09-21 16:17:00+00:00,sera que vão me matar se eu vender o ju pra ir@no tusca dnv,
155,Lorota,,2022-09-21 15:48:59+00:00,simplesmente ludmilla no tusca é a única coisa que vai me fazer feliz novamente obrigada deus pelos mimos pra essa pobre vagabunda aqui,
156,𝐕𝐈𝐂𝐓𝐎𝐑 𝐇𝐔𝐆𝐎,+5511,2022-09-21 15:46:54+00:00,off de roles universitários até o tusca,
157,Doiscá,,2022-09-21 15:42:53+00:00,"Eu juro que se eu sobreviver pós esse Tusca, eu estou pronta pra qualquer coisa, pq que surto coletivo vai ser show de tudo aquilo de gente FODA no TUSCA!",
158,lelê,"São Paulo, Brasil",2022-09-21 15:38:27+00:00,tusca vai ser absurdo que issoooo,
159,oʇıʞɔıu ❁,,2022-09-21 15:16:40+00:00,@guerraluucas Gritar essa parte no Tusca no show da Pitty,
160,paula,,2022-09-21 15:01:46+00:00,Eu perdi todos os lados quando ouvi que as eleições são o tusca das ciencias sociais,
161,Bot TUSCA 2022,Arena Tusca,2022-09-21 15:01:31+00:00,Faltam 52 dias para o início do TUSCA,
162,Vit | DRUGOCHAMP🇾🇪 🏎 🐝,"São Carlos,SP,Brasil",2022-09-21 14:55:54+00:00,"que a lud cante pagode no tusca, amémmm",
163,Henrique da Swing 🪐,,2022-09-21 14:52:50+00:00,Acontecia no Tusca e parou pq a galera morria acidentada todo ano https://t.co/0bPxUnLYZB,
164,Douglão,São Paulo,2022-09-21 14:46:29+00:00,"@__ChaMath PAES
O
TUSCA
VAI
SER
FODA
PRA
CARALHOOOOOOOO",
165,Lanilda,"Itajubá, Brasil",2022-09-21 14:23:45+00:00,façam orações p minha mãe deixar eu comprar o tusca no cartão dela 🙏,
166,alecrim (in)tenso,"Monte Alto, Brasil",2022-09-21 14:05:38+00:00,inter eu acho bom você confirmar as atrações do tusca pra nois tbm seu fdp,
167,alecrim (in)tenso,"Monte Alto, Brasil",2022-09-21 14:05:05+00:00,"a vsf tusca ta confirmando todas as atrações do inter tbm caralho, até a ludmilla poha",
168,M-ly,,2022-09-21 13:33:42+00:00,"Ludmilla no Tusca mano, tô surtandooooooo",
169,.dora.,,2022-09-21 13:26:23+00:00,"@fka_pdro juro pedro, me chamaro p ir no tusca e eu: VAMO 
(não tenho dinheiro p pagar, vou ter q vender três rins e eu só tenho dois)",
170,Riquelme Santos,"São Carlos, Brasil",2022-09-21 13:20:33+00:00,"@julindazz Tava querendo comprar meu pacote tusca ontem, mentirosa",
171,AJ,,2022-09-21 12:51:24+00:00,"Simplesmente sonhei que achei o amor da minha vida sabe como?????
Ele se apaixonou por mim pq levei uma barraca sinistra pro tusca",
172,Giovana,"Conchal, Brasil",2022-09-21 12:36:42+00:00,"Onde vou arrumar dinheiro pra tusca, fim de ano, carnaval, formatura scrr",
173,Pamphilo,"Americana, Brasil",2022-09-21 12:28:28+00:00,minha única desculpa pra não comprar ingresso do tusca é porque to procurando alguém pra fechar cmg,
174,Rebeca,Brasil,2022-09-21 12:13:51+00:00,"e vou conseguir sair em novembro também, queria muito pegar a semana do tusca 🙃",
175,Jô Silva 🤩💥,,2022-09-21 11:50:12+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
176,bibi,,2022-09-21 11:32:17+00:00,"@mumarinho_ já comprei tusca kakak, mas vou comprar um dia de jurídicos",
177,vitor,Portugal,2022-09-21 11:25:34+00:00,se organizar direitinho da pra ter dois ludsession no tusca @Ludmilla @luisasonza @gloriagroove,
178,Juliana Bezerra,"Marília, Brasil",2022-09-21 11:14:25+00:00,"queria ir no tusca, isso sim 🫠",
179,vini Ψ,,2022-09-21 10:24:49+00:00,"Novembro tem tudo pra ser o melhor mês né, twenty one pilots com the killers, tusca, copa do mundo
HAJA CORAÇÃO",
180,paulo custodio,em casa,2022-09-21 10:01:25+00:00,eh tusca vai ficar pro ano que vem msm,
181,Vinícius Johne 🇯🇲,,2022-09-21 09:45:08+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
182,Bruxinha.com🔮🦂🦀,,2022-09-21 09:28:33+00:00,"Se o exu do blues ou o ret for no tusca, eu vou comprar todos os dias e fodase, alô mãe vamos comemorar nossos aniversários no tusca 🫶🏽😁",
183,Patrick🖤,,2022-09-21 06:58:46+00:00,"Caras.... Ludmilla no tusca. 

Eu falei ontem mesmo que eu queria muito ver um show dela. AAAAAAAA",
184,Mirela Tinós,"São Carlos, Brasil",2022-09-21 04:54:28+00:00,"Me dá fobia de pensar no tanto de gente que vai ter no tusca, mas mano, Pitty, Luísa, Lud e Glória me faz realmente querer ir. Mas e o medo de comprar e minhas crises sociais simplesmente não me deixarem ir?",
185,mari,,2022-09-21 04:10:36+00:00,LUDMILLA NO TUSCA EU NAO TO ACREDITANDO,
186,TIC TAC 🇯🇲 dia 30,"Recife, Brasil",2022-09-21 04:07:30+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
187,tic tac 30/09🇯🇲,027,2022-09-21 03:55:03+00:00,RT @tuscaoficial: Artista indicada pro Grammy 2022? Temos! 💅🏼 Abram alas pra ela que vai chegar chegando a 700 por hora na 41ª edição da Tu…,
188,mvl,,2022-09-21 03:21:55+00:00,"Minha irmã pegou uma casa de milhões pro tusca (literalmente de milhões pq o preço tá Exorbitante). E já estão querendo fazer churas na beira da pisciana da casa. 

Mano eu tô vivendo pra isso, sério",
189,gadinha do choque de cultura,,2022-09-21 03:20:17+00:00,SE NÃO TIVER LUDSESSION NO TUSCA COM GG EU VOU FICAR PISTOLA,
190,Bru,"Campinas, Brasil",2022-09-21 03:16:45+00:00,"Tô procurando os primeiros lotes do tusca q nem os incas faziam, no evento no Facebook",
